date,temperature
01-01-22 0:00,21.03586
01-01-22 0:01,21.020624
01-01-22 0:02,21.000704
01-01-22 0:03,20.974922
01-01-22 0:05,20.947382
01-01-22 0:06,20.926874
01-01-22 0:07,20.913399
01-01-22 0:08,20.901875
01-01-22 0:09,20.893476
01-01-22 0:10,20.888985
01-01-22 0:11,20.888594
01-01-22 0:12,20.886446
01-01-22 0:13,20.87668
01-01-22 0:14,20.868671
01-01-22 0:15,20.858711
01-01-22 0:16,20.841328
01-01-22 0:18,20.819452
01-01-22 0:19,20.803633
01-01-22 0:20,20.79172
01-01-22 0:21,20.784883
01-01-22 0:22,20.776484
01-01-22 0:23,20.762032
01-01-22 0:24,20.744453
01-01-22 0:25,20.726679
01-01-22 0:26,20.708906
01-01-22 0:27,20.690157
01-01-22 0:28,20.669844
01-01-22 0:29,20.64836
01-01-22 0:31,20.629805
01-01-22 0:32,20.609491
01-01-22 0:33,20.594257
01-01-22 0:34,20.581171
01-01-22 0:35,20.564375
01-01-22 0:36,20.543085
01-01-22 0:37,20.516329
01-01-22 0:38,20.503046
01-01-22 0:39,20.494257
01-01-22 0:40,20.477852
01-01-22 0:41,20.456953
01-01-22 0:42,20.44172
01-01-22 0:43,20.429804
01-01-22 0:45,20.415743
01-01-22 0:46,20.403633
01-01-22 0:47,20.392109
01-01-22 0:48,20.372774
01-01-22 0:49,20.346407
01-01-22 0:50,20.328829
01-01-22 0:51,20.315157
01-01-22 0:52,20.303242
01-01-22 0:53,20.301874
01-01-22 0:54,20.30578
01-01-22 0:55,20.311054
01-01-22 0:56,20.316133
01-01-22 0:58,20.321016
01-01-22 0:59,20.326094
01-01-22 1:00,20.327852
01-01-22 1:01,20.321796
01-01-22 1:02,20.313398
01-01-22 1:03,20.305195
01-01-22 1:04,20.298944
01-01-22 1:05,20.294844
01-01-22 1:06,20.29582
01-01-22 1:07,20.292109
01-01-22 1:08,20.28879
01-01-22 1:09,20.28254
01-01-22 1:11,20.269062
01-01-22 1:12,20.25539
01-01-22 1:13,20.247969
01-01-22 1:14,20.244062
01-01-22 1:15,20.238008
01-01-22 1:16,20.231953
01-01-22 1:17,20.228046
01-01-22 1:18,20.223946
01-01-22 1:19,20.218672
01-01-22 1:20,20.213594
01-01-22 1:21,20.205782
01-01-22 1:22,20.198359
01-01-22 1:23,20.190546
01-01-22 1:25,20.184101
01-01-22 1:26,20.179024
01-01-22 1:27,20.175898
01-01-22 1:28,20.172188
01-01-22 1:29,20.173164
01-01-22 1:30,20.177265
01-01-22 1:31,20.182539
01-01-22 1:32,20.18586
01-01-22 1:33,20.18586
01-01-22 1:34,20.185274
01-01-22 1:35,20.18371
01-01-22 1:36,20.171602
01-01-22 1:38,20.16164
01-01-22 1:39,20.156366
01-01-22 1:40,20.154804
01-01-22 1:41,20.15754
01-01-22 1:42,20.163202
01-01-22 1:43,20.166523
01-01-22 1:44,20.163202
01-01-22 1:45,20.153242
01-01-22 1:46,20.141718
01-01-22 1:47,20.131952
01-01-22 1:48,20.125898
01-01-22 1:49,20.121992
01-01-22 1:51,20.123554
01-01-22 1:52,20.129805
01-01-22 1:53,20.135859
01-01-22 1:54,20.140156
01-01-22 1:55,20.145039
01-01-22 1:56,20.151289
01-01-22 1:57,20.15578
01-01-22 1:58,20.156366
01-01-22 1:59,20.16047
01-01-22 2:00,20.165352
01-01-22 2:01,20.166523
01-01-22 2:02,20.164766
01-01-22 2:04,20.161837
01-01-22 2:05,20.15578
01-01-22 2:06,20.14289
01-01-22 2:07,20.121407
01-01-22 2:08,20.098164
01-01-22 2:09,20.076288
01-01-22 2:10,20.055391
01-01-22 2:11,20.03332
01-01-22 2:12,20.015547
01-01-22 2:13,20.002851
01-01-22 2:14,19.98664
01-01-22 2:15,19.961641
01-01-22 2:17,19.937616
01-01-22 2:18,19.924921
01-01-22 2:19,19.922968
01-01-22 2:20,19.929218
01-01-22 2:21,19.934883
01-01-22 2:22,19.930195
01-01-22 2:23,19.919062
01-01-22 2:24,19.911837
01-01-22 2:25,19.90246
01-01-22 2:26,19.896015
01-01-22 2:27,19.892109
01-01-22 2:28,19.887617
01-01-22 2:30,19.88254
01-01-22 2:31,19.876093
01-01-22 2:32,19.86535
01-01-22 2:33,19.84836
01-01-22 2:34,19.828047
01-01-22 2:35,19.807734
01-01-22 2:36,19.788399
01-01-22 2:37,19.775118
01-01-22 2:38,19.762423
01-01-22 2:39,19.753046
01-01-22 2:40,19.747969
01-01-22 2:41,19.746798
01-01-22 2:42,19.742304
01-01-22 2:44,19.73
01-01-22 2:45,19.712421
01-01-22 2:46,19.69875
01-01-22 2:47,19.690937
01-01-22 2:48,19.687813
01-01-22 2:49,19.68703
01-01-22 2:50,19.685663
01-01-22 2:51,19.685469
01-01-22 2:52,19.68703
01-01-22 2:53,19.690742
01-01-22 2:54,19.690742
01-01-22 2:55,19.685078
01-01-22 2:57,19.674726
01-01-22 2:58,19.664179
01-01-22 2:59,19.652657
01-01-22 3:00,19.646406
01-01-22 3:01,19.642109
01-01-22 3:02,19.640938
01-01-22 3:03,19.639376
01-01-22 3:04,19.635273
01-01-22 3:05,19.631563
01-01-22 3:06,19.62629
01-01-22 3:07,19.618671
01-01-22 3:08,19.604414
01-01-22 3:10,19.590742
01-01-22 3:11,19.576288
01-01-22 3:12,19.563593
01-01-22 3:13,19.549335
01-01-22 3:14,19.53371
01-01-22 3:15,19.518085
01-01-22 3:16,19.507929
01-01-22 3:17,19.503828
01-01-22 3:18,19.500313
01-01-22 3:19,19.497187
01-01-22 3:20,19.492304
01-01-22 3:21,19.487226
01-01-22 3:22,19.476093
01-01-22 3:24,19.465157
01-01-22 3:25,19.456171
01-01-22 3:26,19.453438
01-01-22 3:27,19.453438
01-01-22 3:28,19.453047
01-01-22 3:29,19.454218
01-01-22 3:30,19.453632
01-01-22 3:31,19.453047
01-01-22 3:32,19.453438
01-01-22 3:33,19.450508
01-01-22 3:34,19.447382
01-01-22 3:35,19.44621
01-01-22 3:37,19.447187
01-01-22 3:38,19.45207
01-01-22 3:39,19.451876
01-01-22 3:40,19.44797
01-01-22 3:41,19.44875
01-01-22 3:42,19.452461
01-01-22 3:43,19.455782
01-01-22 3:44,19.46203
01-01-22 3:45,19.470234
01-01-22 3:46,19.475508
01-01-22 3:47,19.482538
01-01-22 3:48,19.491718
01-01-22 3:50,19.503437
01-01-22 3:51,19.515352
01-01-22 3:52,19.527266
01-01-22 3:53,19.539375
01-01-22 3:54,19.555195
01-01-22 3:55,19.575508
01-01-22 3:56,19.60129
01-01-22 3:57,19.628437
01-01-22 3:58,19.654024
01-01-22 3:59,19.675117
01-01-22 4:00,19.69504
01-01-22 4:01,19.716133
01-01-22 4:02,19.738594
01-01-22 4:04,19.759493
01-01-22 4:05,19.78039
01-01-22 4:06,19.803047
01-01-22 4:07,19.819063
01-01-22 4:08,19.824335
01-01-22 4:09,19.823359
01-01-22 4:10,19.821405
01-01-22 4:11,19.822382
01-01-22 4:12,19.829023
01-01-22 4:13,19.836836
01-01-22 4:14,19.841719
01-01-22 4:15,19.842695
01-01-22 4:17,19.847578
01-01-22 4:18,19.85832
01-01-22 4:19,19.873163
01-01-22 4:20,19.888788
01-01-22 4:21,19.902851
01-01-22 4:22,19.922773
01-01-22 4:23,19.943281
01-01-22 4:24,19.964375
01-01-22 4:25,19.98293
01-01-22 4:26,20.001484
01-01-22 4:27,20.022968
01-01-22 4:28,20.04582
01-01-22 4:29,20.064375
01-01-22 4:31,20.0841
01-01-22 4:32,20.106562
01-01-22 4:33,20.123554
01-01-22 4:34,20.141718
01-01-22 4:35,20.16379
01-01-22 4:36,20.183516
01-01-22 4:37,20.205
01-01-22 4:38,20.225117
01-01-22 4:39,20.240156
01-01-22 4:40,20.25422
01-01-22 4:41,20.279413
01-01-22 4:42,20.307344
01-01-22 4:44,20.331758
01-01-22 4:45,20.352266
01-01-22 4:46,20.368086
01-01-22 4:47,20.379023
01-01-22 4:48,20.391523
01-01-22 4:49,20.40832
01-01-22 4:50,20.433125
01-01-22 4:51,20.4591
01-01-22 4:52,20.480782
01-01-22 4:53,20.49621
01-01-22 4:54,20.507929
01-01-22 4:55,20.521015
01-01-22 4:57,20.533516
01-01-22 4:58,20.543085
01-01-22 4:59,20.551874
01-01-22 5:00,20.56457
01-01-22 5:01,20.583124
01-01-22 5:02,20.60793
01-01-22 5:03,20.63039
01-01-22 5:04,20.649921
01-01-22 5:05,20.665352
01-01-22 5:06,20.678633
01-01-22 5:07,20.684883
01-01-22 5:08,20.68957
01-01-22 5:09,20.688398
01-01-22 5:11,20.68703
01-01-22 5:12,20.695234
01-01-22 5:13,20.706953
01-01-22 5:14,20.72043
01-01-22 5:15,20.744453
01-01-22 5:16,20.772774
01-01-22 5:17,20.800508
01-01-22 5:18,20.816328
01-01-22 5:19,20.81789
01-01-22 5:20,20.83039
01-01-22 5:21,20.850508
01-01-22 5:22,20.87043
01-01-22 5:24,20.87668
01-01-22 5:25,20.878242
01-01-22 5:26,20.881172
01-01-22 5:27,20.886446
01-01-22 5:28,20.896992
01-01-22 5:29,20.910664
01-01-22 5:30,20.928047
01-01-22 5:31,20.959688
01-01-22 5:32,20.997187
01-01-22 5:33,21.029024
01-01-22 5:34,21.041132
01-01-22 5:35,21.053438
01-01-22 5:36,21.067696
01-01-22 5:38,21.078241
01-01-22 5:39,21.09875
01-01-22 5:40,21.126484
01-01-22 5:41,21.14582
01-01-22 5:42,21.144258
01-01-22 5:43,21.13371
01-01-22 5:44,21.114765
01-01-22 5:45,21.084492
01-01-22 5:46,21.061445
01-01-22 5:47,21.03879
01-01-22 5:48,21.028828
01-01-22 5:49,21.040937
01-01-22 5:51,21.063984
01-01-22 5:52,21.096407
01-01-22 5:53,21.12746
01-01-22 5:54,21.144844
01-01-22 5:55,21.158907
01-01-22 5:56,21.165743
01-01-22 5:57,21.155586
01-01-22 5:58,21.131758
01-01-22 5:59,21.113203
01-01-22 6:00,21.10129
01-01-22 6:01,21.09289
01-01-22 6:02,21.108515
01-01-22 6:03,21.140156
01-01-22 6:05,21.171991
01-01-22 6:06,21.18918
01-01-22 6:07,21.196602
01-01-22 6:08,21.200117
01-01-22 6:09,21.202461
01-01-22 6:10,21.193867
01-01-22 6:11,21.177656
01-01-22 6:12,21.172579
01-01-22 6:13,21.178633
01-01-22 6:14,21.19875
01-01-22 6:15,21.227852
01-01-22 6:16,21.265156
01-01-22 6:18,21.296211
01-01-22 6:19,21.30871
01-01-22 6:20,21.308125
01-01-22 6:21,21.306562
01-01-22 6:22,21.307148
01-01-22 6:23,21.31457
01-01-22 6:24,21.318087
01-01-22 6:25,21.308516
01-01-22 6:26,21.308516
01-01-22 6:27,21.318672
01-01-22 6:28,21.33
01-01-22 6:29,21.342695
01-01-22 6:31,21.353243
01-01-22 6:32,21.357735
01-01-22 6:33,21.359882
01-01-22 6:34,21.375704
01-01-22 6:35,21.410273
01-01-22 6:36,21.44914
01-01-22 6:37,21.488398
01-01-22 6:38,21.518282
01-01-22 6:39,21.544844
01-01-22 6:40,21.568281
01-01-22 6:41,21.588203
01-01-22 6:42,21.605585
01-01-22 6:44,21.62121
01-01-22 6:45,21.628633
01-01-22 6:46,21.627657
01-01-22 6:47,21.63918
01-01-22 6:48,21.647968
01-01-22 6:49,21.649141
01-01-22 6:50,21.643282
01-01-22 6:51,21.641718
01-01-22 6:52,21.650507
01-01-22 6:53,21.66789
01-01-22 6:54,21.685274
01-01-22 6:55,21.706171
01-01-22 6:56,21.726679
01-01-22 6:58,21.738203
01-01-22 6:59,21.752851
01-01-22 7:00,21.778437
01-01-22 7:01,21.809883
01-01-22 7:02,21.835665
01-01-22 7:03,21.866915
01-01-22 7:04,21.906757
